ID,employ,gender_us,age_us,birthyr,region_us,division,inputstate,race,educ,marstat,sexuality,child18,faminc_new,social_nets_mem__1,social_nets_mem__2,social_nets_mem__3,social_nets_mem__4,social_nets_mem__5,social_nets_mem__6,social_nets_mem__7,social_nets_mem__8,social_nets_mem__9,social_nets_mem__10,social_nets_mem__11,social_nets_mem__12,social_nets_mem__13,social_nets_mem__97,social_nets_mem__98,social_nets_mem__99,social_nets_mem_other,inputzipdma_recode,hholdsize,e14_presvote12,presvote16post,ideo5,votereg,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B3,age_cross,faminc_new_r,race_w8,race_xbreak,educ_w8,age_gender,w_age_gender,w_demogs,country,age_int_all,age_grp_all,gender,age,region,duration,weight_pol
98,1,1,54,1963,1,2,42,7,2,5,3,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0, ,508,2,1,1,1,1,2,5,3,1,2,3,3,1,4,3,3,3,4,2,1,1,4,1,2,4,25,230,54,4,1,54,1,9.45,.733324266
99,5,1,74,1943,3,7,48,1,5,1,1,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,618,2,2,2,4,1,1,2,2,1,1,1,5,4,4,5,3,5,5,3,2,1,1,3,3,5,39,230,74,5,1,74,3,25.65,.891241415
100,2,2,54,1963,4,9,6,2,5,5,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,807,2,1,1,3,1,1,1,1,1,1,1,2,1,4,2,2,1,5,2,1,2,2,3,5,9,79,230,54,4,2,54,4,13.4166666667,1.058191901
101,1,2,46,1971,2,4,20,2,5,1,1,2,11,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0, ,678,2,1,1,2,1,3,1,1,1,2,1,3,3,3,3,3,2,5,2,3,2,2,3,5,9,79,230,46,4,2,46,2,20.55,1.058191901
102,2,1,65,1952,3,7,48,2,6,5,1,2,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0, ,623,1,1,1,2,1,2,1,1,2,3,2,4,3,2,3,3,4,5,3,2,2,2,4,3,5,44,230,65,5,1,65,3,40.25,1.249230005
103,1,1,40,1978,4,9,6,1,5,1,1,1,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,825,4,1,1,2,1,2,1,1,1,2,1,4,3,4,4,4,3,5,2,3,1,1,3,2,3,15,230,40,3,1,40,4,15,.689915508
104,5,1,77,1941,3,5,24,1,1,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,512,3,2,2,5,1,2,2,2,1,3,1,3,3,4,4,3,4,5,3,2,1,1,1,3,5,37,230,77,5,1,77,3,21.6,.779111676
105,2,2,52,1965,4,9,53,1,3,1,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,819,3,2,2,4,1,2,2,3,1,1,2,4,3,5,4,3,4,3,2,3,1,1,2,5,9,74,230,52,4,2,52,4,5.58333333333,.683358011
106,2,1,72,1945,2,3,39,7,5,1,1,2,12,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0, ,510,2,2,2,4,1,4,2,1,1,2,2,5,5,4,5,5,5,2,3,3,1,4,3,3,5,39,230,72,5,1,72,2,19.8,.891241415
107,5,1,80,1937,1,1,44,1,6,1,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,521,5,2,2,5,1,2,2,2,2,1,5,4,4,5,4,4,5,5,3,3,1,1,4,3,5,40,230,80,5,1,80,1,18.2833333333,.891241415
108,5,1,71,1947,1,2,36,1,4,3,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,538,1,3,7,5,1,2,2,1,1,1,1,5,3,4,5,4,5,5,3,4,1,1,2,3,5,38,230,71,5,1,71,1,9.68333333333,.701653968
109,1,1,38,1979,3,5,37,1,5,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0, ,517,4,1,1,3,1,2,1,1,1,2,1,5,3,5,4,5,3,5,2,3,1,1,3,2,3,15,230,38,3,1,38,3,33.2833333333,.689915508
110,5,2,77,1940,4,8,16,1,1,3,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,757,1,1,1,2,1,1,1,2,1,2,1,5,3,4,5,3,1,4,3,1,1,1,1,6,10,85,230,77,5,2,77,4,28.45,.949889489
111,5,1,79,1938,2,4,29,1,6,1,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,609,2,2,2,5,1,1,1,1,1,1,1,5,5,5,5,5,4,5,3,3,1,1,4,3,5,40,230,79,5,1,79,2,10.0166666667,.891241415
112,5,2,75,1942,4,9,6,1,5,1,1,2,16,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,803,2,1,1,2,1,4,2,4,2,3,2,4,5,3,5,4,1,5,3,3,1,1,3,6,10,87,230,75,5,2,75,4,13.75,1.086597568
113,9,1,44,1973,4,8,35,3,5,1,1,1,7,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0, ,790,3,2,2,5,1,1,1,1,1,2,5,3,2,5,4,3,5,2,2,2,3,3,3,2,3,23,230,44,3,1,44,4,7.11666666667,.444719377
114,1,1,44,1973,3,5,37,1,6,1,3,1,97,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0, ,511,3,1,1,2,1,2,1,1,1,2,2,3,2,2,3,2,2,5,2,4,1,1,4,2,3,16,230,44,3,1,44,3,16.0833333333,.689915508
115,5,1,90,1927,2,3,18,1,5,4,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,527,1,2,2,5,1,3,2,2,1,1,1,5,5,4,5,4,5,5,3,4,1,1,3,3,5,39,230,90,5,1,90,2,17.75,.891241415
116,7,2,47,1970,3,6,21,1,2,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,564,3,4,7,2,1,2,2,2,2,2,2,3,3,3,3,3,3,5,2,1,1,1,1,5,9,73,230,47,4,2,47,3,12.95,.967131133
117,1,2,37,1980,3,5,12,1,2,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,539,2,4,7,5,2,1,1,1,1,3,1,3,2,4,3,3,4,4,2,2,1,1,1,5,8,61,230,37,3,2,37,3,14.4833333333,1.687547709
118,5,1,75,1942,2,4,38,1,6,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,724,2,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,5,3,2,1,1,4,3,5,40,230,75,5,1,75,2,103.683333333,.868454857
119,6,2,43,1974,2,4,19,1,1,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,637,1,4,1,6,1,4,4,4,4,4,4,3,3,3,3,3,3,5,2,1,1,1,1,5,8,61,230,43,3,2,43,2,26.1666666667,.585534682
120,2,2,54,1964,2,4,46,1,5,5,2,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,725,3,1,1,2,1,1,2,1,2,2,1,5,4,5,5,4,3,5,2,2,1,1,3,5,9,75,230,54,4,2,54,2,18.15,.735646673
121,4,2,59,1959,2,3,26,1,2,1,1,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,588,2,1,6,3,1,1,1,1,1,1,1,5,3,3,5,3,3,5,3,1,1,1,1,6,10,73,230,59,5,2,59,2,37.1166666667,.293832133
122,1,2,37,1980,2,3,26,1,2,3,1,1,4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0, ,513,4,3,1,6,1,1,2,2,2,2,1,2,3,3,3,2,2,3,2,1,1,1,1,5,8,61,230,37,3,2,37,2,12.25,.347524735
123,7,2,45,1972,2,4,27,1,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,613,4,4,2,3,1,2,2,1,1,2,3,3,3,3,3,3,4,5,2,1,1,1,1,5,9,73,230,45,4,2,45,2,6,.386210853
124,2,1,60,1957,3,5,12,2,3,5,1,2,6,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0, ,530,2,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,2,2,3,5,30,230,60,5,1,60,3,21.0666666667,.861463847
125,5,2,67,1950,2,3,26,3,2,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,505,2,1,1,1,1,2,2,3,1,3,5,5,3,4,4,4,2,5,3,1,3,3,1,6,10,93,230,67,5,2,67,2,16.3833333333,1.074913406
126,5,2,80,1937,3,5,12,1,2,1,1,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,539,2,2,1,3,1,2,1,1,1,1,1,5,5,4,5,5,2,5,3,2,1,1,1,6,10,85,230,80,5,2,80,3,99.3166666667,1.668880164
127,6,1,64,1953,2,3,39,1,2,1,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,510,3,1,1,3,1,2,2,2,2,2,1,5,2,5,5,3,3,5,3,2,1,1,1,3,5,25,230,64,5,1,64,2,15.4,.733324266
128,2,1,42,1975,2,3,18,1,3,3,1,1,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0, ,581,2,2,2,4,1,1,2,4,2,4,2,5,5,5,5,3,5,5,2,1,1,1,2,2,3,14,230,42,3,1,42,2,18.2,.640877349
129,5,1,60,1957,3,5,13,1,3,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,524,1,2,7,4,1,3,3,4,1,4,1,5,5,5,5,5,5,5,3,1,1,1,2,3,5,26,230,60,5,1,60,3,14.9666666667,1.951333984
130,5,2,69,1948,3,7,48,1,2,4,1,2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0, ,641,2,2,2,5,1,5,5,5,5,5,5,5,2,4,5,1,3,5,3,1,1,1,1,6,10,85,230,69,5,2,69,3,13.7333333333,.974812732
131,5,1,59,1958,1,1,23,1,2,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,500,2,1,1,3,1,2,2,2,2,3,2,5,5,5,5,4,5,5,3,2,1,1,1,3,5,25,230,59,5,1,59,1,8.05,.733324266
132,5,2,80,1938,1,2,42,1,2,1,1,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,508,2,2,2,5,1,1,3,1,1,1,1,5,5,5,5,5,5,5,3,1,1,1,1,6,10,85,230,80,5,2,80,1,20.1833333333,.974812732
133,1,2,60,1957,4,8,35,1,2,1,1,2,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0, ,790,2,1,2,3,1,2,2,1,1,2,1,3,2,4,3,3,4,5,3,2,1,1,1,6,10,73,230,60,5,2,60,4,10,.375638129
134,3,1,36,1981,4,9,6,6,3,5,1,2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,803,2,4,2,4,1,3,2,4,1,2,1,1,4,3,3,3,5,5,2,3,1,4,2,2,3,14,230,36,3,1,36,4,4.86666666667,.375040057
135,7,2,56,1961,2,4,38,1,2,1,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,724,3,2,2,4,1,1,1,1,1,1,1,3,2,3,3,3,5,5,3,2,1,1,1,6,10,73,230,56,5,2,56,2,9.78333333333,.659966269
136,7,2,75,1942,3,5,13,1,2,1,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,524,3,2,2,3,1,5,3,3,1,5,1,5,5,5,5,5,3,5,3,2,1,1,1,6,10,85,230,75,5,2,75,3,12.7333333333,.974812732
137,4,2,34,1983,1,2,36,2,3,5,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,501,3,1,1,2,1,2,2,2,1,2,1,5,4,4,5,5,3,5,1,1,2,2,2,4,7,66,230,34,2,2,34,1,13.3333333333,.669019566
138,7,2,55,1962,4,8,8,3,3,1,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,751,2,2,2,5,1,1,1,2,1,2,1,5,4,3,5,3,4,5,3,2,3,3,2,6,10,82,230,55,5,2,55,4,18.4333333333,.612881117
139,4,2,48,1969,1,2,36,2,3,2,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,501,3,1,1,2,1,2,1,2,1,1,1,2,4,4,3,3,2,5,2,2,2,2,2,5,9,78,230,48,4,2,48,1,16.6833333333,.755465486
140,5,1,70,1947,3,7,48,1,2,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,709,2,2,2,5,1,2,1,1,1,1,1,1,3,2,3,4,3,5,3,2,1,1,1,3,5,37,230,70,5,1,70,3,13.35,.779111676
141,6,2,59,1958,3,6,21,1,4,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,529,2,4,7,4,2,3,3,3,2,3,1,5,3,3,5,4,5,5,3,1,1,1,2,6,10,74,230,59,5,2,59,3,30.4166666667,1.973142357
142,4,2,61,1957,3,5,51,1,3,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,544,2,2,2,5,1,1,1,1,1,4,1,3,2,1,5,2,5,5,3,2,1,1,2,6,10,74,230,61,5,2,61,3,7.85,.683358011
143,1,1,62,1955,1,2,42,2,3,6,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,508,2,1,1,3,1,3,3,3,2,3,4,5,4,5,5,5,5,4,3,2,2,2,2,3,5,30,230,62,5,1,62,1,13.0833333333,.861463847
144,1,2,52,1965,3,5,12,3,3,3,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,528,2,2,2,3,1,3,2,2,1,2,2,3,4,3,3,4,4,5,2,4,3,3,2,5,9,82,230,52,4,2,52,3,112.383333333,.612881117
145,1,2,40,1977,3,5,12,1,2,6,1,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,571,4,1,1,4,1,2,2,2,2,5,2,4,2,4,4,3,3,3,2,1,1,1,1,5,8,61,230,40,3,2,40,3,50.7166666667,.569505364
146,1,2,54,1963,1,1,25,1,2,5,1,1,5,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0, ,506,5,4,7,4,1,5,5,5,5,5,5,3,3,3,3,3,3,3,2,2,1,1,1,5,9,73,230,54,4,2,54,1,5.56666666667,.967131133
147,7,2,53,1964,4,9,53,1,2,3,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,819,3,1,1,3,1,3,1,1,1,2,1,5,5,3,5,5,4,5,2,1,1,1,1,5,9,73,230,53,4,2,53,4,9.75,.643092772
148,1,1,46,1971,4,9,6,7,5,1,1,1,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0, ,825,4,1,1,3,1,3,2,1,2,2,3,3,4,4,3,3,2,5,2,3,1,4,3,2,4,27,230,46,4,1,46,4,143.133333333,.838864281
149,6,1,62,1955,3,5,12,3,3,1,1,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,539,3,2,2,3,1,3,4,4,1,4,4,4,2,1,3,3,5,5,3,2,3,3,2,3,5,34,230,62,5,1,62,3,13.7166666667,.698873654
150,5,1,70,1947,4,8,8,1,6,1,1,2,10,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0, ,773,2,1,1,2,1,1,1,2,1,2,1,5,5,3,5,5,1,5,3,3,1,1,4,3,5,40,230,70,5,1,70,4,16.75,.868454857
151,5,1,80,1937,1,1,33,1,5,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,506,2,1,2,4,1,5,2,1,1,1,1,3,1,2,4,1,4,5,3,2,1,1,3,3,5,39,230,80,5,1,80,1,26.4,.507274801
152,5,1,73,1944,2,3,39,1,2,1,1,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,558,2,2,2,5,1,1,3,1,1,1,1,5,5,4,4,5,5,5,3,2,1,1,1,3,5,37,230,73,5,1,73,2,19.8166666667,.779111676
153,5,1,60,1957,1,2,36,1,5,1,3,2,97,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0, ,501,2,1,1,3,1,1,1,1,1,1,1,3,1,3,3,3,3,5,3,4,1,1,3,3,5,27,230,60,5,1,60,1,13.0833333333,.838864281
154,5,1,77,1940,1,2,42,1,2,1,1,2,97,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,504,2,2,2,4,1,1,2,1,1,2,1,5,5,5,5,5,5,5,3,4,1,1,1,3,5,37,230,77,5,1,77,1,11.2333333333,.779111676
155,1,2,41,1976,3,7,48,1,5,1,1,1,15,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,623,5,2,3,3,1,1,1,1,1,2,1,4,5,4,4,5,3,5,2,3,1,1,3,5,8,63,230,41,3,2,41,3,46.7166666667,.522963279
156,5,1,74,1944,2,3,39,1,3,5,6,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,510,1,1,1,3,1,2,2,1,1,2,1,4,5,4,4,4,3,5,3,1,1,1,2,3,5,38,230,74,5,1,74,2,11.6,.786100645
157,7,2,50,1967,3,5,12,3,6,1,1,2,3,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0, ,539,2,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,3,3,4,5,9,84,230,50,4,2,50,3,25.9333333333,.462073763
158,6,2,53,1964,1,1,25,1,4,1,1,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,506,3,1,1,3,1,1,1,2,1,4,1,5,1,3,5,1,1,5,2,1,1,1,2,5,9,74,230,53,4,2,53,1,19.1,.665886452
159,1,2,38,1979,1,2,42,1,6,5,1,2,8,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0, ,577,1,2,2,4,1,1,1,2,1,2,1,1,2,4,1,1,5,5,2,2,1,1,4,5,8,64,230,38,3,2,38,1,9.98333333333,.668561828
160,5,1,71,1946,3,5,37,1,1,1,1,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0, ,637,2,2,2,4,1,2,2,3,2,1,2,3,2,3,5,2,5,5,3,1,1,1,1,3,5,37,230,71,5,1,71,3,15.9333333333,.779111676
161,5,2,62,1955,3,7,5,2,1,4,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,693,4,1,1,1,1,1,4,1,4,4,1,5,3,4,5,2,3,5,3,2,2,2,1,6,10,77,230,62,5,2,62,3,11.3,.849770756
162,1,1,47,1971,3,5,12,1,5,5,1,2,12,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0, ,528,1,1,6,3,1,2,1,1,1,2,2,4,2,3,4,3,3,4,2,3,1,1,3,2,4,27,230,47,4,1,47,3,16.55,.383281062
163,5,2,60,1957,3,7,48,1,2,1,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,635,3,2,2,5,1,1,1,1,1,1,1,5,4,4,5,4,5,5,3,3,1,1,1,6,10,73,230,60,5,2,60,3,39.4,.659966269
164,4,2,69,1948,4,9,6,1,4,1,1,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,803,2,2,2,4,1,2,1,2,1,2,2,5,3,4,5,4,5,5,3,3,1,1,2,6,10,86,230,69,5,2,69,4,14.8666666667,1.009363843
165,1,2,59,1958,2,3,39,1,5,1,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,510,3,2,2,4,1,3,1,1,1,3,1,4,4,4,4,5,5,4,3,3,1,1,3,6,10,75,230,59,5,2,59,2,11.4666666667,.754948603
166,6,1,39,1978,4,8,8,6,3,5,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0, ,751,1,3,4,1,1,2,2,4,1,2,1,3,2,4,3,2,2,3,2,1,1,4,2,2,3,14,230,39,3,1,39,4,12.8166666667,.174116678
167,1,1,44,1973,4,9,6,1,2,5,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,803,2,4,7,3,2,2,3,1,1,1,1,3,4,4,4,3,5,5,2,2,1,1,1,2,3,13,230,44,3,1,44,4,28.1166666667,3.010555039
168,1,2,54,1963,3,5,12,1,5,1,1,1,9,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0, ,534,4,1,1,3,1,3,2,1,1,2,3,3,2,3,4,4,2,5,2,3,1,1,3,5,9,75,230,54,4,2,54,3,11.1833333333,.735646673
169,6,2,67,1950,3,7,48,1,2,1,1,2,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,618,2,2,2,5,1,3,1,2,1,2,1,1,2,4,1,3,5,4,3,3,1,1,1,6,10,85,230,67,5,2,67,3,20.4333333333,.974812732
170,6,1,56,1961,1,2,42,1,2,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,504,2,4,2,4,1,2,2,3,1,2,2,5,4,4,4,4,5,4,3,1,1,1,1,3,5,25,230,56,5,1,56,1,28.4833333333,.440399585
171,1,1,42,1975,4,9,53,1,3,3,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,819,3,2,2,5,1,2,1,2,1,1,1,3,4,4,3,4,5,5,2,2,1,1,2,2,3,14,230,42,3,1,42,4,17.7166666667,.640877349
172,5,2,75,1942,4,9,6,2,3,4,1,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,803,1,1,1,2,1,2,1,1,1,1,1,5,4,2,5,4,2,5,3,2,2,2,2,6,10,90,230,75,5,2,75,4,52.0833333333,1.115871234
173,5,2,69,1948,3,6,1,2,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,686,2,1,7,3,1,3,1,3,2,3,1,2,4,5,2,5,5,5,3,1,2,2,2,6,10,90,230,69,5,2,69,3,67.85,1.632191128
174,1,1,53,1965,3,5,45,6,4,3,1,2,2,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0, ,567,2,4,2,6,1,2,2,2,2,3,2,3,4,4,4,3,4,1,2,1,1,4,2,2,4,26,230,53,4,1,53,3,17.8833333333,.456009039
175,5,1,69,1948,2,3,17,4,6,1,1,2,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,602,2,2,2,3,1,3,1,2,2,3,5,4,5,4,5,3,4,5,3,3,1,4,4,3,5,40,230,69,5,1,69,2,20.9666666667,.891241415
176,4,2,58,1960,1,2,36,1,5,5,1,2,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,501,2,1,6,2,1,1,1,1,1,1,1,1,1,4,3,4,3,5,3,4,1,1,3,6,10,75,230,58,5,2,58,1,36.6,.336120448
177,1,2,56,1961,2,4,27,1,3,4,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0, ,613,1,1,1,3,1,2,2,1,1,2,1,3,3,4,4,4,3,1,3,1,1,1,2,6,10,74,230,56,5,2,56,2,50.45,.665886452
178,5,1,74,1943,3,7,48,1,6,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,641,3,2,2,4,1,1,2,2,1,1,1,4,5,5,5,4,5,4,3,2,1,1,4,3,5,40,230,74,5,1,74,3,15.7833333333,.891241415
179,5,1,82,1935,4,9,53,1,3,4,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,819,1,1,1,3,1,2,1,1,1,1,4,5,3,3,5,3,2,5,3,3,1,1,2,3,5,38,230,82,5,1,82,4,13.8833333333,.786100645
180,5,1,71,1947,2,3,55,1,5,1,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,705,2,3,4,6,1,5,5,3,2,3,5,5,4,5,5,4,1,5,3,2,1,1,3,3,5,39,230,71,5,1,71,2,17.2833333333,.242136806
181,5,2,62,1955,4,9,6,1,3,1,1,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,807,2,1,1,2,1,3,2,2,1,2,2,5,3,4,5,4,1,5,3,2,1,1,2,6,10,74,230,62,5,2,62,4,17.05,.665886452
182,5,2,69,1948,3,7,48,2,4,3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,623,2,4,7,4,2,4,2,5,1,3,1,5,5,4,5,4,4,5,3,2,2,2,2,6,10,90,230,69,5,2,69,3,20.8666666667,3.3065289
183,1,1,59,1958,2,4,27,1,5,1,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,613,2,2,2,5,1,3,1,1,1,3,1,5,5,5,4,5,5,5,3,3,1,1,3,3,5,27,230,59,5,1,59,2,18.6166666667,.86087444
184,1,2,47,1970,4,8,8,1,5,1,1,1,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,751,4,1,1,2,1,2,2,1,2,2,1,4,3,4,3,4,3,5,2,3,1,1,3,5,9,75,230,47,4,2,47,4,11.5833333333,.735646673
185,4,2,53,1964,3,7,22,1,5,1,1,2,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0, ,622,2,2,2,4,1,4,1,4,1,2,1,5,4,3,5,4,4,5,2,1,1,1,3,5,9,75,230,53,4,2,53,3,19.5833333333,.754948603
186,1,1,61,1956,4,8,35,1,5,1,1,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,790,4,2,2,5,1,1,1,1,1,1,1,5,4,4,4,4,5,5,3,3,1,1,3,3,5,27,230,61,5,1,61,4,16.75,.86087444
187,5,2,86,1931,3,7,22,1,6,1,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,612,2,2,2,4,1,1,1,1,1,1,1,5,5,4,5,5,4,5,3,4,1,1,4,6,10,88,230,86,5,2,86,3,63.6666666667,1.115107764
188,1,2,46,1971,1,1,44,1,3,6,1,1,5,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0, ,521,5,2,7,3,1,2,2,2,2,2,2,3,3,3,4,3,4,3,2,2,1,1,2,5,9,74,230,46,4,2,46,1,10.5166666667,1.711233133
189,1,1,65,1952,3,7,48,7,3,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,641,2,2,2,4,1,2,5,2,2,3,1,5,5,4,5,4,5,5,3,2,1,4,2,3,5,38,230,65,5,1,65,3,38.0666666667,.806726389
190,2,1,62,1955,4,9,6,1,5,1,1,2,97,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0, ,803,3,4,2,4,1,4,4,4,1,4,3,4,4,5,4,4,5,1,3,4,1,1,3,3,5,27,230,62,5,1,62,4,24.7166666667,.503781886
191,5,2,69,1948,3,5,11,1,6,3,6,2,13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0, ,511,1,2,2,5,1,2,1,2,1,2,1,3,2,4,3,3,5,5,3,3,1,1,4,6,10,88,230,69,5,2,69,3,16.0333333333,1.115107764
192,2,1,51,1966,1,2,42,1,2,6,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,577,3,2,2,4,1,2,2,2,2,2,2,4,3,4,4,4,3,5,2,2,1,1,1,2,4,25,230,51,4,1,51,1,9.8,.752565261
193,6,1,67,1950,2,3,17,5,2,3,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,602,1,2,2,4,1,4,4,4,4,4,4,5,5,5,5,5,5,5,3,1,1,4,1,3,5,37,230,67,5,1,67,2,13.1166666667,.779111676
194,2,2,39,1978,1,1,25,1,2,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,506,2,1,1,1,1,3,3,3,1,3,2,4,3,3,4,3,2,5,2,1,1,1,1,5,8,61,230,39,3,2,39,1,110.166666667,.569505364
