ID,split_text,starttime,endtime,gender,age,geo_state_au,metro_regional,localincome_annual_au,employment_status_au,education_a_au,numberofchildren,agegroup1,agegroup2,au_pol_pastvote_2016,political_interest,maritalstatus,household_size,localincome_au,geo_GQSA_au_interlude,social_au_1,social_au_2,social_au_3,social_au_4,social_au_5,social_au_6,social_au_7,social_au_8,social_au_9,social_au_10,social_au_11,social_au_12,social_au_13,social_au_14,social_au_15,social_au_99,educ,Q1,Q1_1,Q1_2,Q1_3,Q2,Q3,Q4,Q5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q6,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,weight0,weight1
452,in the last year?,12/8/2017,12/8/2017,1,42,1,2,5,1,5,3,3,3,6,1,1,4,4,1,1,1,9,1,9,1,9,9,1,9,9,9,9,9,9,9,4,1,3,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,1,3,3,3,2,1,1,1,1,2,2,.901351672704224,.834489886674061
453,in the last year?,12/8/2017,12/8/2017,1,34,1,1,4,2,5,1,2,2,98,2,1,2,4,1,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,4,1,2,2,1,4,6,4,1,2,2,2,3,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,.958052949542353,.552142047557804
455,in the last year?,12/8/2017,12/8/2017,2,61,1,1,8,7,4,7,5,5,1,3,5,3,999,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,4,3,5,4,1,2,2,2,2,1,2,4,3,2,4,1,5,5,3,5,2,2,4,4,5,4,.933800465601328,.961998264162078
459,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,28,1,1,998,2,5,1,2,2,8,2,1,2,998,1,1,1,9,9,1,1,1,9,1,9,9,9,9,9,9,9,4,1,3,2,3,1,4,3,1,2,2,2,1,1,1,3,2,3,2,1,2,2,1,2,4,5,5,3,3,3,.929069533111936,.201807199975048
466,in the last year?,12/8/2017,12/8/2017,2,53,1,1,13,1,5,7,4,4,2,1,1,3,7,1,1,1,9,1,1,9,1,1,1,9,9,9,9,9,9,9,4,1,2,2,2,1,5,4,1,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,2,4,4,4,4,4,.890673197060631,.950695749266617
472,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,39,1,1,12,2,3,1,3,3,3,1,7,5,2,1,1,1,9,9,9,1,1,9,1,9,9,9,9,9,9,9,2,1,2,2,4,2,4,3,1,3,2,2,1,1,1,1,1,2,2,1,3,2,2,2,2,2,1,1,2,2,.948576366544584,1.16710578237169
473,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,54,1,1,2,2,4,1,4,4,6,3,7,1,1,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,1,5,4,1,3,3,2,4,1,2,2,2,4,3,1,3,2,3,4,2,3,3,3,4,4,.912285182231793,.954158583510224
481,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,37,1,2,5,1,5,3,3,3,6,1,1,4,4,1,1,1,1,1,9,1,9,9,1,9,9,9,9,9,9,9,4,1,3,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,3,3,1,2,1,2,2,3,1,1,.901351672704224,.834489886674061
490,in the last year?,12/7/2017,12/7/2017,2,54,1,1,10,7,6,7,4,4,2,1,1,4,4,1,1,1,1,1,1,9,9,1,9,9,9,9,9,9,1,9,5,1,3,4,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,.890673197060631,.67992161640777
491,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,28,1,1,2,1,7,2,2,2,3,2,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,9,5,1,3,2,2,3,2,3,1,4,1,3,3,1,3,1,3,2,3,1,3,2,3,1,2,3,3,2,3,2,.929069533111936,.644840429761474
500,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,78,1,2,2,5,3,1,6,5,98,2,4,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,2,1,5,3,1,3,3,3,2,1,1,2,2,4,4,1,3,3,3,3,2,2,3,3,3,3,.803492794734695,.413443116075858
503,in the last year?,12/8/2017,12/8/2017,1,35,1,1,11,1,7,2,3,3,99,4,1,3,998,1,1,9,9,1,1,9,9,1,1,9,9,1,9,9,9,9,5,1,4,4,4,4,6,4,1,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,.976784239441839,.350900367629082
506,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,67,1,1,998,5,4,1,6,5,12,2,5,1,998,1,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,3,1,2,2,2,3,4,2,1,3,2,2,1,1,1,2,3,3,3,1,3,2,2,2,2,5,2,2,3,3,.947863861966739,.641477650105235
535,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,65,1,1,2,5,5,1,6,5,1,2,7,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,4,1,2,2,3,3,3,3,1,2,2,1,1,1,1,2,2,2,2,1,3,2,2,2,2,2,3,3,3,3,.911245458937152,.826091509716913
539,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,27,1,1,5,1,5,2,2,2,1,2,1,3,1,1,1,9,9,1,9,1,9,9,1,9,1,9,9,9,9,9,4,1,1,1,2,3,2,3,1,2,1,2,2,3,3,3,2,2,2,1,1,2,2,1,2,1,2,1,2,1,.958052949542353,1.22880041217758
541,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,28,1,1,998,7,6,1,2,2,98,3,1,2,998,1,1,1,9,9,1,9,9,1,9,9,9,9,9,9,9,9,5,1,4,2,3,4,6,6,1,3,2,2,2,1,2,2,2,3,3,1,5,3,3,3,2,3,3,3,5,5,.929069533111936,.352495258124749
543,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,24,1,1,6,2,5,1,1,1,1,2,7,4,5,1,1,1,9,9,1,1,9,9,1,9,9,1,9,9,1,9,4,1,2,4,4,4,5,5,1,4,2,3,3,3,2,3,3,2,3,1,3,2,4,3,3,2,2,2,2,4,1.44621374531599,1.75844964761045
547,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,39,1,1,999,1,5,1,3,3,3,1,3,3,5,1,1,1,9,1,1,9,9,1,1,9,9,9,9,9,9,9,4,1,3,2,1,2,5,3,1,3,3,3,2,1,3,2,2,2,2,1,3,3,3,3,2,3,4,4,4,3,.948576366544584,.726640920421188
552,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,30,1,1,12,2,5,4,2,2,1,1,1,5,7,1,1,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,4,1,2,2,1,1,4,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,.929069533111936,1.09689866879348
554,in the last year?,12/8/2017,12/8/2017,2,54,1,1,10,2,2,2,4,4,8,2,1,4,6,1,9,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,1,1,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,.890673197060631,.279988301638138
556,in the last year?,12/8/2017,12/8/2017,1,39,1,1,10,1,6,3,3,3,1,2,1,4,7,1,1,1,1,9,1,1,9,1,1,1,1,9,9,9,9,9,5,1,3,2,1,3,3,4,1,2,2,2,2,1,1,2,3,2,3,1,3,2,2,2,1,1,2,2,3,2,.976784239441839,.780934033702148
560,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,25,1,1,9,1,5,1,2,2,8,1,7,7,6,1,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,4,1,2,2,2,3,4,4,1,4,3,3,3,2,3,2,2,3,2,1,3,2,2,2,2,2,2,2,2,3,.958052949542353,.226074456615492
561,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,35,1,1,9,7,2,2,3,3,1,2,2,3,5,1,1,1,1,9,9,1,1,9,1,1,9,1,9,9,9,9,1,1,3,2,3,3,4,2,1,3,4,3,1,1,2,3,3,3,4,1,3,3,3,2,2,2,3,3,3,3,.948576366544584,1.90741398295686
562,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,61,1,1,3,5,4,7,5,5,1,1,1,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,1,2,2,2,1,5,4,1,4,4,4,2,1,1,4,4,2,4,1,4,3,3,2,1,1,4,3,2,4,.933800465601328,.961998264162078
564,in the last year?,12/8/2017,12/8/2017,2,53,1,1,998,1,6,1,4,4,12,2,5,2,3,1,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,5,1,2,2,2,2,4,2,1,3,3,3,2,1,2,3,3,3,3,1,4,3,3,2,2,2,4,3,3,3,.890673197060631,.372937940920565
567,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,26,1,1,9,8,7,1,2,2,3,1,2,4,3,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,2,2,1,3,4,4,1,4,4,4,1,1,1,2,5,2,4,1,4,3,4,2,5,5,2,2,3,2,.958052949542353,.722382302415626
569,in the last year?,12/8/2017,12/8/2017,1,22,1,1,999,4,3,1,1,1,3,1,3,4,4,1,1,1,9,9,9,1,9,9,9,9,9,1,9,9,9,9,2,1,3,2,3,3,6,4,1,3,4,4,1,2,2,3,4,2,4,1,4,3,3,2,3,2,3,4,3,4,1.44621374531599,2.32160729212281
570,in the last year?,12/7/2017,12/7/2017,1,36,1,1,8,1,5,2,3,3,1,2,1,3,4,1,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,4,1,3,2,1,2,2,3,1,2,1,3,1,1,3,3,3,3,3,1,3,3,2,2,3,4,2,3,2,2,.976784239441839,1.0919356707921
571,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,39,1,1,11,1,6,3,3,3,3,2,1,6,4,1,1,1,1,9,1,9,9,9,1,9,9,9,9,9,9,9,5,1,2,3,1,2,3,4,1,2,2,2,2,1,2,2,5,2,2,1,2,3,5,5,3,4,3,3,3,3,.976784239441839,.641922802221973
573,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,20,1,1,999,2,4,1,1,1,3,2,7,6,7,1,1,1,1,9,9,9,9,9,1,9,9,9,9,9,9,9,3,1,3,2,3,3,4,2,1,4,5,4,2,1,1,3,3,3,3,1,3,2,4,2,3,1,3,3,3,3,1.44621374531599,1.82321688304528
577,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,43,1,1,9,1,5,2,3,3,2,2,1,3,4,1,1,9,9,9,1,9,9,9,9,9,1,9,9,9,9,9,4,1,2,2,2,3,6,2,1,1,2,5,2,1,1,2,2,2,3,1,3,3,3,3,2,2,3,3,3,3,.948576366544584,1.1915623581642
578,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,26,1,1,10,1,7,1,2,2,2,2,7,9,5,1,1,1,9,9,1,1,9,9,9,9,9,1,9,9,9,9,5,1,1,1,1,4,2,3,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,.929069533111936,1.05742404746601
580,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,51,1,1,10,1,6,1,4,4,2,1,1,2,2,1,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,5,1,2,2,2,3,5,2,1,4,2,4,3,1,1,3,3,4,3,1,4,3,3,2,2,2,2,3,3,3,.890673197060631,.67992161640777
581,in the last year?,12/8/2017,12/8/2017,2,38,1,1,5,2,3,2,3,3,98,3,1,3,3,1,1,1,1,1,1,9,1,1,9,9,9,9,9,9,9,9,2,1,2,3,1,2,2,3,1,3,1,3,2,1,1,1,2,2,2,1,3,2,3,2,1,1,2,2,2,2,.948576366544584,.637986135838554
583,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,51,1,1,8,2,3,1,4,4,1,1,2,2,4,1,1,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,2,1,3,2,3,3,2,2,1,2,1,2,1,1,1,1,1,2,3,1,3,1,2,1,2,1,1,1,2,3,.912285182231793,1.44912217809319
589,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,69,1,1,11,1,6,7,6,5,2,1,1,5,7,1,1,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,5,1,2,2,1,3,3,4,1,4,1,2,2,1,2,2,2,3,3,1,3,2,3,2,2,2,2,2,3,3,.911245458937152,.796362556208582
593,in the last year?,12/7/2017,12/7/2017,1,51,1,1,998,1,4,1,4,4,97,2,7,10,998,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,1,2,2,2,1,5,4,1,4,4,4,4,3,4,4,4,4,4,1,4,3,3,3,3,3,3,3,3,3,.912285182231793,.511356817972166
600,in the last year?,12/7/2017,12/7/2017,2,30,1,1,7,1,4,1,2,2,1,1,7,1,3,1,1,1,1,9,9,1,9,1,1,1,9,1,9,9,9,9,3,1,2,2,4,3,3,3,1,2,3,3,1,2,1,3,2,2,4,1,3,3,3,2,2,1,2,2,2,3,.929069533111936,1.38358693838802
601,in the last year?,12/8/2017,12/8/2017,1,55,1,1,2,2,4,1,5,5,98,1,3,1,2,1,1,1,1,1,1,1,1,1,1,9,9,1,9,9,1,9,3,1,2,2,2,1,5,4,1,2,3,3,4,1,3,4,4,4,4,1,3,3,3,4,2,3,4,4,4,4,.8995519469892,.516140211937754
602,in the last year?,12/7/2017,12/7/2017,2,29,1,2,6,7,5,3,2,2,3,1,1,4,4,1,1,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,4,1,2,2,2,3,3,2,1,3,2,2,1,1,1,2,3,2,2,1,3,2,3,1,2,1,3,2,3,3,.857321754298062,.821850838510679
606,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,63,1,1,11,2,3,1,5,5,2,1,5,1,7,1,1,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,2,1,2,2,2,1,2,2,1,3,2,2,3,1,3,1,1,2,1,1,3,3,3,3,2,3,2,2,3,2,.8995519469892,1.97157827898345
608,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,57,1,1,1,3,6,7,5,5,8,3,5,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,5,1,2,2,2,3,4,4,1,3,3,4,4,4,3,3,4,3,4,1,4,3,3,3,4,3,4,3,4,4,.8995519469892,.11982452679878
612,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,29,1,1,9,1,5,3,2,2,8,1,1,4,6,1,1,1,1,1,1,1,1,9,1,9,1,1,9,9,1,9,4,1,2,2,2,3,5,5,1,3,3,2,2,3,2,3,4,4,4,1,4,3,3,3,3,3,4,3,4,4,.929069533111936,.201807199975048
614,in the last year?,12/7/2017,12/7/2017,2,26,1,1,5,3,5,2,2,2,1,1,1,3,8,1,1,1,9,1,9,1,9,9,1,9,9,9,9,9,9,9,4,1,2,2,1,3,4,4,1,3,2,3,2,1,2,2,2,3,4,1,4,3,3,3,1,3,3,3,1,3,.929069533111936,1.09689866879348
633,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,48,1,1,2,2,2,2,4,4,99,3,7,3,7,1,1,1,9,1,9,9,9,9,9,9,9,1,9,9,9,9,1,1,2,2,2,3,5,4,1,2,2,3,3,1,5,3,3,4,3,1,3,3,3,3,3,3,3,3,3,3,.890673197060631,.683815927164414
640,in the last year?,12/7/2017,12/7/2017,1,77,1,1,998,5,4,7,6,5,2,1,1,2,998,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,1,2,3,2,1,4,2,1,4,3,4,4,1,4,3,3,4,2,1,4,2,3,3,2,3,2,2,3,2,.909153390366973,1.39900562929382
641,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,55,1,1,998,3,4,7,5,5,2,2,1,3,998,1,1,1,9,1,9,9,1,9,9,9,9,9,9,9,9,9,3,1,2,2,2,2,4,4,1,3,3,2,2,1,5,4,4,3,2,1,2,3,3,3,2,3,3,3,3,3,.933800465601328,1.29670046054255
643,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,64,1,1,5,5,2,7,5,5,8,1,1,2,5,1,1,1,1,1,9,1,1,1,9,9,9,9,9,9,9,9,1,1,2,2,2,1,4,3,1,2,3,4,4,1,3,3,3,4,3,1,3,3,3,3,3,3,4,4,4,3,.8995519469892,.361511393738446
646,in the last year?,12/7/2017,12/9/2017,2,35,1,1,10,1,5,1,3,3,8,3,1,1,5,1,9,9,9,9,1,9,9,9,9,9,9,9,9,1,9,9,4,1,4,4,4,1,3,4,1,4,5,4,5,5,5,5,4,4,4,1,1,5,5,1,5,5,1,5,1,1,.948576366544584,.162637820553701
650,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,33,1,1,1,1,5,1,2,2,1,2,3,2,1,1,1,1,9,9,1,1,1,1,1,9,9,9,9,9,9,9,4,1,2,2,2,2,3,2,1,4,2,2,1,1,1,1,1,1,2,1,4,4,4,2,3,3,2,4,2,4,.929069533111936,1.09689866879348
655,in the last year?,12/8/2017,12/8/2017,1,23,1,1,13,1,7,1,1,1,1,1,7,4,8,1,1,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,5,1,2,2,2,3,2,2,1,4,2,3,1,1,1,1,1,1,2,1,4,2,2,1,2,1,1,1,2,3,1.44621374531599,1.25761362422971
660,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,32,1,1,5,6,6,2,2,2,2,2,1,3,4,1,1,1,9,1,9,9,9,9,1,9,9,9,9,9,9,9,5,1,1,1,1,2,3,3,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,.929069533111936,1.05742404746601
663,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,44,1,1,3,6,4,1,3,3,99,4,7,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,1,2,2,3,4,2,2,1,4,2,2,2,1,2,2,2,2,2,1,3,2,2,2,3,1,2,2,2,2,.976784239441839,.618880032178592
666,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,42,1,1,11,7,5,3,3,3,6,3,1,4,8,1,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,4,1,2,2,2,3,5,2,1,2,2,3,2,1,2,4,3,4,4,1,3,2,3,3,1,3,4,3,4,4,.948576366544584,.741169232176171
668,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,57,1,1,998,8,2,7,5,5,5,2,1,4,998,1,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,1,1,2,2,2,2,4,4,1,2,2,1,1,1,1,2,2,3,2,1,3,3,4,3,3,3,3,3,4,3,.933800465601328,1.95689749715336
680,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,38,1,1,6,1,5,1,3,3,12,2,7,1,4,1,1,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,4,1,2,2,2,1,3,2,1,2,2,2,1,1,1,3,2,3,3,1,3,2,2,2,2,2,3,3,3,4,.948576366544584,.653573590850069
683,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,36,1,1,8,1,5,2,3,3,1,2,2,3,5,1,1,1,1,1,1,1,9,1,1,1,1,1,1,9,9,9,4,1,2,2,2,3,4,4,1,4,3,4,2,2,2,4,2,3,4,1,4,3,4,3,3,3,4,4,3,4,.976784239441839,1.0919356707921
688,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,32,1,1,11,1,4,1,2,2,1,1,7,2,4,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,2,3,5,3,1,3,3,3,4,1,2,4,4,1,4,1,3,2,3,4,2,2,4,4,2,4,.929069533111936,1.38358693838802
693,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,37,1,1,7,7,2,3,3,3,98,2,1,4,4,1,1,1,9,9,1,9,1,9,1,9,9,9,9,9,9,9,1,1,2,2,1,2,2,4,1,2,2,3,2,2,1,2,2,2,2,1,3,3,3,2,2,2,3,3,3,3,.948576366544584,.857066332052947
699,in the last year?,12/9/2017,12/9/2017,1,34,1,1,11,1,5,2,2,2,1,2,1,3,5,1,1,1,1,1,1,9,9,1,1,9,9,9,9,9,1,9,4,1,3,2,1,2,5,3,1,4,3,3,2,1,1,3,3,3,4,1,4,3,3,2,2,2,3,3,3,3,.958052949542353,1.22880041217758
700,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,36,1,1,9,1,7,3,3,3,2,1,1,4,6,1,1,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,5,1,2,1,3,1,4,2,1,3,4,2,3,1,2,3,3,4,3,1,3,2,3,3,2,2,3,3,3,3,.948576366544584,.852185365547953
708,in the last year?,12/7/2017,12/7/2017,2,72,1,2,998,5,4,1,6,5,8,2,1,2,998,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,3,1,2,2,3,3,5,4,1,4,3,3,2,1,2,3,3,3,4,1,5,3,3,3,2,3,3,3,4,4,.874664683336629,.145501215268558
718,in the year since Donald Trump became President?,12/7/2017,12/7/2017,1,42,1,1,5,1,2,3,3,3,2,2,2,4,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,2,3,2,3,4,1,4,2,2,1,1,1,4,2,4,4,1,4,2,2,1,1,2,3,4,4,4,.976784239441839,3.17582083607086
723,in the last year?,12/9/2017,12/9/2017,2,19,1,1,999,4,3,1,1,1,1,2,7,6,8,1,1,1,1,9,1,1,9,9,9,9,1,1,9,9,9,9,2,1,2,2,2,2,3,2,1,2,2,3,2,1,2,2,2,2,2,1,3,3,3,2,3,3,2,2,3,3,.957950642269501,1.42861814099605
733,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,23,1,1,1,4,4,1,1,1,98,4,7,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,3,1,3,4,1,4,6,3,1,4,4,4,2,2,3,2,5,3,1,1,3,3,5,4,3,3,1,5,3,5,1.44621374531599,.996642388015544
740,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,35,1,1,10,6,4,1,3,3,2,1,2,2,1,1,1,1,9,1,9,9,1,1,9,9,9,9,9,9,9,9,3,1,3,2,2,3,3,4,1,3,2,2,4,1,1,2,3,4,2,1,3,2,2,3,1,2,2,3,4,3,.948576366544584,1.50299217414879
741,in the last year?,12/7/2017,12/7/2017,2,61,1,1,2,5,4,1,5,5,8,2,5,1,1,1,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,3,1,2,2,2,4,4,4,1,4,2,2,3,2,2,3,3,3,4,1,3,3,2,3,2,3,3,2,3,3,.933800465601328,.176988250231852
742,in the year since Donald Trump became President?,12/8/2017,12/8/2017,1,32,1,1,13,1,5,2,2,2,2,1,1,3,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,.958052949542353,1.65632945478693
743,in the year since Donald Trump became President?,12/9/2017,12/9/2017,1,31,1,1,10,1,7,2,2,2,3,1,1,3,7,1,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,5,1,3,2,1,3,3,3,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,3,2,2,2,2,1,1,.958052949542353,.722382302415626
744,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,23,1,2,2,1,4,1,1,1,99,3,7,3,2,1,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,3,1,2,4,3,2,1,3,1,2,2,3,5,3,5,3,2,2,3,1,3,4,5,3,2,3,3,3,4,5,.88397250786018,.459508181864333
746,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,73,1,1,13,5,2,7,6,5,2,1,1,8,7,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,1,2,4,1,2,2,2,4,1,4,2,3,4,2,1,3,3,3,3,2,3,3,3,4,3,.947863861966739,2.000586938861
757,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,18,1,1,999,4,3,1,1,1,98,3,7,4,999,1,1,1,9,9,1,1,9,9,1,9,9,1,9,9,9,9,2,1,4,4,3,3,6,3,1,4,2,3,1,2,1,2,5,5,5,1,3,1,3,2,3,2,5,5,5,5,.957950642269501,.641926986458228
764,in the year since Donald Trump became President?,12/7/2017,12/9/2017,2,40,1,1,3,7,1,4,3,3,2,3,7,4,3,1,1,1,1,1,9,1,1,9,9,9,9,9,9,9,9,9,1,1,2,2,2,1,2,4,1,4,4,4,4,4,4,4,4,4,4,1,3,2,3,3,3,3,1,2,5,1,.948576366544584,2.57104891171483
781,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,48,1,1,8,1,5,2,4,4,8,1,1,4,4,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,4,1,2,3,4,1,3,2,1,4,2,2,2,1,1,1,1,2,2,1,3,3,3,2,2,2,2,2,3,3,.912285182231793,.165991091607521
792,since the end of the Obama Administration?,12/7/2017,12/7/2017,2,75,1,2,2,5,2,1,6,5,98,1,4,1,1,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,1,2,2,2,4,5,3,1,3,4,4,2,1,2,4,3,4,4,1,5,4,4,5,2,5,4,4,4,4,.803492794734695,.555416732593929
795,in the last year?,12/7/2017,12/7/2017,2,19,1,2,998,4,3,1,1,1,12,2,3,1,998,1,9,1,9,9,9,1,9,9,9,9,9,1,9,9,9,9,2,1,2,2,2,2,4,3,1,2,1,2,1,1,1,2,2,2,2,1,3,3,3,2,3,1,3,3,3,3,.88397250786018,.962758358326637
798,since the end of the Obama Administration?,12/8/2017,12/8/2017,2,23,1,1,998,1,5,1,1,1,2,2,2,2,8,1,1,1,9,9,1,1,1,1,9,9,9,1,9,9,9,9,4,1,2,2,4,4,6,4,1,4,4,2,5,2,2,3,4,4,3,1,3,3,3,5,3,3,5,5,5,5,.957950642269501,1.1989226580105
802,in the year since Donald Trump became President?,12/8/2017,12/8/2017,2,19,1,1,6,4,4,1,1,1,2,3,3,5,3,1,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,3,1,2,1,2,2,5,4,1,4,3,1,1,4,1,3,5,5,2,1,2,3,5,3,5,1,2,1,4,3,.957950642269501,1.5122761809761
803,in the year since Donald Trump became President?,12/7/2017,12/7/2017,2,20,1,1,999,4,3,1,1,1,1,3,3,5,999,1,1,1,9,9,9,1,1,9,9,9,9,1,9,9,9,9,2,1,2,2,4,3,3,5,1,3,2,3,1,1,1,4,4,4,3,1,2,1,2,1,2,1,2,2,2,2,.957950642269501,1.42861814099605
805,since the end of the Obama Administration?,12/7/2017,12/7/2017,1,67,1,2,4,2,3,2,6,5,2,1,1,4,1,1,1,9,9,9,1,9,9,9,1,9,1,9,9,9,9,9,2,1,2,4,3,3,4,2,1,2,2,1,1,1,1,2,2,3,3,1,2,2,2,2,2,1,2,3,3,3,.840874151620704,1.63020396559057
808,since the end of the Obama Administration?,12/8/2017,12/8/2017,1,36,1,2,10,1,5,3,3,3,5,2,1,4,7,1,1,1,1,9,1,1,9,9,1,1,9,9,9,9,9,9,4,1,3,2,3,2,4,3,1,1,2,2,1,1,2,4,3,2,3,1,1,3,2,2,1,1,2,3,2,2,.901351672704224,1.18357358468279
813,in the last year?,12/8/2017,12/9/2017,1,42,1,1,4,2,5,2,3,3,98,2,1,3,8,1,1,1,9,1,1,9,9,1,1,9,9,9,9,9,9,9,4,1,2,2,1,3,4,4,1,3,2,2,1,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,2,3,.976784239441839,.490644038769598
